IP,total_requests,requests_per_minute,unique_url_count,avg_url_length,avg_response_bytes,total_response_bytes,status_4xx_ratio,status_5xx_ratio,error_ratio_4xx_5xx,suspicious_uri_count,suspicious_uri_ratio,avg_request_interval_sec,min_request_interval_sec,method_ratio_GET,method_ratio_HEAD,method_ratio_OTHER,method_ratio_POST
37.137.36.3,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,97.0,0.0,1.0,0.0,0.0,0.0
5.121.40.129,5,0.020370747606437156,5,12.0,5483.8,27419,0.0,0.0,0.0,0,0.0,8.25,0.0,1.0,0.0,0.0,0.0
54.36.149.26,5,0.020370747606437156,5,66.4,18832.8,94164,0.0,0.0,0.0,0,0.0,2225.25,512.0,1.0,0.0,0.0,0.0
54.36.149.28,5,0.020370747606437156,5,81.4,25309.0,126545,0.0,0.0,0.0,0,0.0,1616.75,385.0,1.0,0.0,0.0,0.0
54.36.149.38,5,0.020370747606437156,5,73.6,35510.8,177554,0.0,0.0,0.0,0,0.0,3284.25,1112.0,1.0,0.0,0.0,0.0
54.36.149.40,5,0.020370747606437156,5,68.2,25784.8,128924,0.0,0.0,0.0,0,0.0,3084.0,505.0,1.0,0.0,0.0,0.0
54.36.149.41,5,0.020370747606437156,5,96.2,30621.4,153107,0.0,0.0,0.0,0,0.0,2685.25,130.0,1.0,0.0,0.0,0.0
40.77.189.49,5,0.020370747606437156,5,33.0,2944.2,14721,0.0,0.0,0.0,0,0.0,2.5,0.0,1.0,0.0,0.0,0.0
54.36.149.45,5,0.020370747606437156,5,59.6,33403.6,167018,0.0,0.0,0.0,0,0.0,1719.0,334.0,1.0,0.0,0.0,0.0
54.36.149.103,5,0.020370747606437156,5,78.6,33621.6,168108,0.0,0.0,0.0,0,0.0,2092.0,515.0,1.0,0.0,0.0,0.0
54.36.149.23,5,0.020370747606437156,5,46.2,34334.8,171674,0.0,0.0,0.0,0,0.0,1065.5,45.0,1.0,0.0,0.0,0.0
79.127.79.217,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,14.75,0.0,1.0,0.0,0.0,0.0
54.36.148.131,5,0.020370747606437156,5,55.2,18961.8,94809,0.0,0.0,0.0,0,0.0,3147.25,520.0,1.0,0.0,0.0,0.0
5.212.50.182,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,24.75,1.0,1.0,0.0,0.0,0.0
2.181.113.225,5,0.020370747606437156,5,12.0,4139.8,20699,0.0,0.0,0.0,0,0.0,19.75,0.0,1.0,0.0,0.0,0.0
5.213.78.194,5,0.020370747606437156,5,13.8,6771.8,33859,0.0,0.0,0.0,0,0.0,50.75,1.0,1.0,0.0,0.0,0.0
5.214.133.29,5,0.020370747606437156,5,12.0,4180.6,20903,0.0,0.0,0.0,0,0.0,63.75,0.0,1.0,0.0,0.0,0.0
5.214.198.165,5,0.020370747606437156,5,12.0,3819.2,19096,0.0,0.0,0.0,0,0.0,161.75,0.0,1.0,0.0,0.0,0.0
5.216.206.95,5,0.020370747606437156,5,12.0,3751.0,18755,0.0,0.0,0.0,0,0.0,726.75,0.0,1.0,0.0,0.0,0.0
5.117.186.30,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,45.75,0.0,1.0,0.0,0.0,0.0
5.117.251.125,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,18.0,0.0,1.0,0.0,0.0,0.0
5.117.6.188,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,58.5,3.0,1.0,0.0,0.0,0.0
5.117.66.41,5,0.020370747606437156,5,12.0,3839.2,19196,0.0,0.0,0.0,0,0.0,13.75,0.0,1.0,0.0,0.0,0.0
5.117.70.168,5,0.020370747606437156,5,64.6,11894.0,59470,0.0,0.0,0.0,0,0.0,3.5,0.0,1.0,0.0,0.0,0.0
5.117.104.157,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,69.75,2.0,1.0,0.0,0.0,0.0
5.117.113.186,5,0.020370747606437156,5,11.6,3323.8,16619,0.0,0.0,0.0,0,0.0,36.75,0.0,1.0,0.0,0.0,0.0
54.36.149.67,5,0.020370747606437156,5,79.2,33760.0,168800,0.0,0.0,0.0,0,0.0,3443.5,360.0,1.0,0.0,0.0,0.0
40.77.253.119,5,0.020370747606437156,5,31.4,2141.8,10709,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
217.219.246.185,5,0.020370747606437156,4,12.0,5280.4,26402,0.0,0.0,0.0,0,0.0,359.25,1.0,1.0,0.0,0.0,0.0
5.126.120.244,5,0.020370747606437156,5,12.0,5536.4,27682,0.0,0.0,0.0,0,0.0,219.0,7.0,1.0,0.0,0.0,0.0
5.126.152.42,5,0.020370747606437156,5,12.0,3751.0,18755,0.0,0.0,0.0,0,0.0,116.25,0.0,1.0,0.0,0.0,0.0
5.239.105.26,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,158.5,8.0,1.0,0.0,0.0,0.0
5.45.207.88,5,0.020370747606437156,4,44.2,106.0,530,0.6,0.0,0.6,0,0.0,2416.0,621.0,1.0,0.0,0.0,0.0
194.225.167.152,5,0.020370747606437156,5,32.2,41431.2,207156,0.0,0.0,0.0,0,0.0,0.25,0.0,1.0,0.0,0.0,0.0
194.225.167.220,5,0.020370747606437156,5,28.0,5374.0,26870,0.0,0.0,0.0,0,0.0,4.75,0.0,1.0,0.0,0.0,0.0
89.199.165.30,5,0.020370747606437156,5,25.2,46435.0,232175,0.0,0.0,0.0,0,0.0,229.0,47.0,1.0,0.0,0.0,0.0
139.59.134.23,5,0.020370747606437156,5,12.0,3576.4,17882,0.0,0.0,0.0,0,0.0,94.5,0.0,1.0,0.0,0.0,0.0
134.96.225.55,5,0.020370747606437156,5,32.8,75435.2,377176,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
138.68.164.113,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,33.0,6.0,1.0,0.0,0.0,0.0
93.126.15.53,5,0.020370747606437156,5,21.8,29157.6,145788,0.0,0.0,0.0,0,0.0,114.5,15.0,1.0,0.0,0.0,0.0
94.24.82.20,5,0.020370747606437156,4,12.0,3770.0,18850,0.0,0.0,0.0,0,0.0,15.0,5.0,1.0,0.0,0.0,0.0
104.194.24.147,5,0.020370747606437156,5,12.2,3452.4,17262,0.0,0.0,0.0,0,0.0,12.75,0.0,1.0,0.0,0.0,0.0
109.125.150.157,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,19.25,4.0,1.0,0.0,0.0,0.0
91.98.203.232,5,0.020370747606437156,5,12.0,5252.6,26263,0.0,0.0,0.0,0,0.0,169.25,48.0,1.0,0.0,0.0,0.0
91.98.63.78,5,0.020370747606437156,5,12.0,4448.2,22241,0.0,0.0,0.0,0,0.0,35.25,0.0,1.0,0.0,0.0,0.0
91.99.168.112,5,0.020370747606437156,5,12.0,4767.6,23838,0.0,0.0,0.0,0,0.0,4.25,0.0,1.0,0.0,0.0,0.0
92.241.74.14,4,0.016296598085149726,4,12.0,3953.25,15813,0.0,0.0,0.0,0,0.0,9.333333333333334,0.0,1.0,0.0,0.0,0.0
91.251.32.225,4,0.016296598085149726,4,12.0,4332.25,17329,0.0,0.0,0.0,0,0.0,33.333333333333336,0.0,1.0,0.0,0.0,0.0
91.251.198.4,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,17.666666666666668,2.0,1.0,0.0,0.0,0.0
91.251.153.50,4,0.016296598085149726,4,12.0,3950.0,15800,0.0,0.0,0.0,0,0.0,2.6666666666666665,0.0,1.0,0.0,0.0,0.0
113.203.100.16,4,0.016296598085149726,4,12.0,3872.75,15491,0.0,0.0,0.0,0,0.0,9.0,5.0,1.0,0.0,0.0,0.0
110.23.220.125,4,0.016296598085149726,2,7.0,177286.5,709146,0.25,0.0,0.25,0,0.0,3.6666666666666665,2.0,1.0,0.0,0.0,0.0
40.77.192.126,4,0.016296598085149726,4,33.0,3676.25,14705,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
91.185.138.23,4,0.016296598085149726,4,12.0,3695.0,14780,0.0,0.0,0.0,0,0.0,308.3333333333333,0.0,1.0,0.0,0.0,0.0
89.42.228.10,4,0.016296598085149726,4,12.0,3830.0,15320,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37.129.205.143,4,0.016296598085149726,4,12.0,3953.25,15813,0.0,0.0,0.0,0,0.0,48.333333333333336,2.0,1.0,0.0,0.0,0.0
5.117.75.39,4,0.016296598085149726,4,12.0,3953.25,15813,0.0,0.0,0.0,0,0.0,20.333333333333332,0.0,1.0,0.0,0.0,0.0
5.117.58.54,4,0.016296598085149726,4,12.0,3950.5,15802,0.0,0.0,0.0,0,0.0,196.33333333333334,0.0,1.0,0.0,0.0,0.0
5.117.29.163,4,0.016296598085149726,4,29.5,14821.25,59285,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
104.243.210.237,4,0.016296598085149726,4,12.0,4262.5,17050,0.0,0.0,0.0,0,0.0,67.33333333333333,12.0,1.0,0.0,0.0,0.0
194.225.168.117,4,0.016296598085149726,4,33.0,5339.25,21357,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
5.234.213.72,4,0.016296598085149726,4,12.0,5970.5,23882,0.0,0.0,0.0,0,0.0,40.666666666666664,6.0,1.0,0.0,0.0,0.0
5.233.155.15,4,0.016296598085149726,4,12.0,3953.25,15813,0.0,0.0,0.0,0,0.0,11.333333333333334,8.0,1.0,0.0,0.0,0.0
5.232.198.156,4,0.016296598085149726,4,12.0,3953.25,15813,0.0,0.0,0.0,0,0.0,14.0,0.0,1.0,0.0,0.0,0.0
5.219.188.95,4,0.016296598085149726,4,12.0,6022.25,24089,0.0,0.0,0.0,0,0.0,264.3333333333333,12.0,1.0,0.0,0.0,0.0
5.218.66.219,4,0.016296598085149726,2,12.0,2035.5,8142,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
196.64.216.172,4,0.016296598085149726,2,7.0,177753.0,711012,0.25,0.0,0.25,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
5.218.127.47,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,23.0,0.0,1.0,0.0,0.0,0.0
2.177.229.176,4,0.016296598085149726,4,12.0,3953.25,15813,0.0,0.0,0.0,0,0.0,27.333333333333332,4.0,1.0,0.0,0.0,0.0
5.217.58.133,4,0.016296598085149726,4,12.0,3040.75,12163,0.0,0.0,0.0,0,0.0,136.33333333333334,45.0,1.0,0.0,0.0,0.0
5.217.191.165,4,0.016296598085149726,4,12.0,3953.25,15813,0.0,0.0,0.0,0,0.0,60.0,0.0,1.0,0.0,0.0,0.0
5.217.132.128,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,12.666666666666666,1.0,1.0,0.0,0.0,0.0
5.114.100.72,4,0.016296598085149726,4,12.0,3953.25,15813,0.0,0.0,0.0,0,0.0,11.666666666666666,3.0,1.0,0.0,0.0,0.0
5.113.99.193,4,0.016296598085149726,4,12.0,3872.0,15488,0.0,0.0,0.0,0,0.0,3.6666666666666665,1.0,1.0,0.0,0.0,0.0
5.113.79.62,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,52.0,8.0,1.0,0.0,0.0,0.0
51.38.114.25,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,5.666666666666667,2.0,1.0,0.0,0.0,0.0
192.15.184.225,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,51.333333333333336,4.0,1.0,0.0,0.0,0.0
5.78.117.215,4,0.016296598085149726,4,12.0,5269.75,21079,0.0,0.0,0.0,0,0.0,103.33333333333333,41.0,1.0,0.0,0.0,0.0
192.95.33.32,4,0.016296598085149726,4,12.0,5137.5,20550,0.0,0.0,0.0,0,0.0,97.33333333333333,30.0,1.0,0.0,0.0,0.0
5.114.136.241,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,87.66666666666667,1.0,1.0,0.0,0.0,0.0
5.114.122.129,4,0.016296598085149726,4,12.0,3872.75,15491,0.0,0.0,0.0,0,0.0,7.666666666666667,4.0,1.0,0.0,0.0,0.0
37.27.25.239,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,10.333333333333334,1.0,1.0,0.0,0.0,0.0
192.15.106.132,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,34.666666666666664,1.0,1.0,0.0,0.0,0.0
54.36.148.101,4,0.016296598085149726,4,113.5,19925.25,79701,0.0,0.0,0.0,0,0.0,4500.0,426.0,1.0,0.0,0.0,0.0
54.36.111.160,4,0.016296598085149726,4,12.0,4556.75,18227,0.0,0.0,0.0,0,0.0,2672.0,0.0,1.0,0.0,0.0,0.0
51.75.93.31,4,0.016296598085149726,4,12.0,4530.5,18122,0.0,0.0,0.0,0,0.0,91.0,56.0,1.0,0.0,0.0,0.0
51.38.82.200,4,0.016296598085149726,4,33.0,4120.0,16480,0.0,0.0,0.0,0,0.0,116.66666666666667,0.0,1.0,0.0,0.0,0.0
5.216.243.157,4,0.016296598085149726,4,12.0,5421.5,21686,0.0,0.0,0.0,0,0.0,517.3333333333334,2.0,1.0,0.0,0.0,0.0
5.213.83.62,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,103.0,8.0,1.0,0.0,0.0,0.0
5.213.59.246,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,49.333333333333336,0.0,1.0,0.0,0.0,0.0
2.181.120.97,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
5.212.42.76,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,95.0,0.0,1.0,0.0,0.0,0.0
5.113.18.169,4,0.016296598085149726,4,12.0,26694.25,106777,0.0,0.0,0.0,0,0.0,43.0,2.0,1.0,0.0,0.0,0.0
54.36.148.126,4,0.016296598085149726,4,50.5,28711.5,114846,0.0,0.0,0.0,0,0.0,3839.0,1702.0,1.0,0.0,0.0,0.0
5.113.159.251,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
188.34.33.92,4,0.016296598085149726,3,12.0,5301.0,21204,0.0,0.0,0.0,0,0.0,472.3333333333333,0.0,1.0,0.0,0.0,0.0
5.113.232.221,4,0.016296598085149726,4,12.0,4720.25,18881,0.0,0.0,0.0,0,0.0,90.33333333333333,0.0,1.0,0.0,0.0,0.0
54.36.148.170,4,0.016296598085149726,4,62.0,24347.0,97388,0.0,0.0,0.0,0,0.0,1617.6666666666667,912.0,1.0,0.0,0.0,0.0
54.36.148.164,4,0.016296598085149726,4,68.25,24795.5,99182,0.0,0.0,0.0,0,0.0,3376.3333333333335,1116.0,1.0,0.0,0.0,0.0
54.36.148.157,4,0.016296598085149726,4,132.5,18793.0,75172,0.0,0.0,0.0,0,0.0,2790.3333333333335,1455.0,1.0,0.0,0.0,0.0
5.114.69.30,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,26.666666666666668,0.0,1.0,0.0,0.0,0.0
2.183.114.48,4,0.016296598085149726,4,12.0,3385.5,13542,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5.210.92.35,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,26.0,1.0,1.0,0.0,0.0,0.0
5.210.106.61,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,61.333333333333336,8.0,1.0,0.0,0.0,0.0
5.209.163.94,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,110.0,7.0,1.0,0.0,0.0,0.0
2.190.161.207,4,0.016296598085149726,4,36.0,27395.25,109581,0.0,0.0,0.0,0,0.0,98.66666666666667,2.0,1.0,0.0,0.0,0.0
5.115.116.198,4,0.016296598085149726,3,15.0,24459.25,97837,0.0,0.0,0.0,0,0.0,24.0,2.0,1.0,0.0,0.0,0.0
188.240.253.103,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,22.333333333333332,6.0,1.0,0.0,0.0,0.0
54.36.148.178,4,0.016296598085149726,4,64.25,27128.5,108514,0.0,0.0,0.0,0,0.0,3026.6666666666665,392.0,1.0,0.0,0.0,0.0
54.36.148.175,4,0.016296598085149726,4,101.75,38113.5,152454,0.0,0.0,0.0,0,0.0,1426.0,253.0,1.0,0.0,0.0,0.0
40.77.188.141,4,0.016296598085149726,4,31.5,7324.5,29298,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
54.36.148.212,4,0.016296598085149726,4,73.0,25150.75,100603,0.0,0.0,0.0,0,0.0,2634.6666666666665,151.0,1.0,0.0,0.0,0.0
188.212.191.245,4,0.016296598085149726,4,12.0,3872.75,15491,0.0,0.0,0.0,0,0.0,10.666666666666666,5.0,1.0,0.0,0.0,0.0
188.210.140.93,4,0.016296598085149726,4,11.5,2913.5,11654,0.0,0.0,0.0,0,0.0,6.666666666666667,0.0,1.0,0.0,0.0,0.0
54.36.148.207,4,0.016296598085149726,4,98.75,27165.25,108661,0.0,0.0,0.0,0,0.0,2913.3333333333335,1293.0,1.0,0.0,0.0,0.0
40.77.188.100,4,0.016296598085149726,4,33.0,2863.75,11455,0.0,0.0,0.0,0,0.0,2.3333333333333335,0.0,1.0,0.0,0.0,0.0
5.112.182.240,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,14.666666666666666,12.0,1.0,0.0,0.0,0.0
54.36.148.233,4,0.016296598085149726,4,97.0,16884.0,67536,0.0,0.0,0.0,0,0.0,3181.3333333333335,1476.0,1.0,0.0,0.0,0.0
54.36.148.23,4,0.016296598085149726,4,40.75,35145.5,140582,0.0,0.0,0.0,0,0.0,4751.0,2353.0,1.0,0.0,0.0,0.0
5.112.114.69,4,0.016296598085149726,4,12.0,3953.25,15813,0.0,0.0,0.0,0,0.0,20.333333333333332,0.0,1.0,0.0,0.0,0.0
5.112.102.9,4,0.016296598085149726,4,12.0,26890.25,107561,0.0,0.0,0.0,0,0.0,545.0,74.0,1.0,0.0,0.0,0.0
5.106.63.119,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,14.333333333333334,0.0,1.0,0.0,0.0,0.0
188.159.74.40,4,0.016296598085149726,4,12.0,3744.0,14976,0.0,0.0,0.0,0,0.0,2744.3333333333335,13.0,1.0,0.0,0.0,0.0
204.18.123.181,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,5.333333333333333,2.0,1.0,0.0,0.0,0.0
5.202.209.207,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,5.666666666666667,0.0,1.0,0.0,0.0,0.0
188.158.210.20,4,0.016296598085149726,4,12.0,4220.25,16881,0.0,0.0,0.0,0,0.0,734.0,40.0,1.0,0.0,0.0,0.0
54.36.148.37,4,0.016296598085149726,4,43.25,36065.5,144262,0.0,0.0,0.0,0,0.0,3883.6666666666665,723.0,1.0,0.0,0.0,0.0
40.77.188.248,4,0.016296598085149726,4,31.0,4424.5,17698,0.0,0.0,0.0,0,0.0,5.333333333333333,0.0,1.0,0.0,0.0,0.0
54.36.148.31,4,0.016296598085149726,4,92.0,7859.25,31437,0.0,0.0,0.0,0,0.0,2522.3333333333335,1475.0,1.0,0.0,0.0,0.0
54.36.148.28,4,0.016296598085149726,4,58.5,24121.25,96485,0.0,0.0,0.0,0,0.0,3281.3333333333335,803.0,1.0,0.0,0.0,0.0
54.36.148.27,4,0.016296598085149726,4,94.5,17135.5,68542,0.0,0.0,0.0,0,0.0,1653.6666666666667,756.0,1.0,0.0,0.0,0.0
54.36.148.247,4,0.016296598085149726,4,57.75,25869.5,103478,0.0,0.0,0.0,0,0.0,4086.6666666666665,239.0,1.0,0.0,0.0,0.0
54.36.148.246,4,0.016296598085149726,4,79.0,16481.25,65925,0.0,0.0,0.0,0,0.0,2969.3333333333335,202.0,1.0,0.0,0.0,0.0
54.36.148.53,4,0.016296598085149726,4,55.25,24454.75,97819,0.0,0.0,0.0,0,0.0,3127.0,344.0,1.0,0.0,0.0,0.0
40.77.188.163,4,0.016296598085149726,4,32.75,2560.0,10240,0.0,0.0,0.0,0,0.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0
46.51.26.145,4,0.016296598085149726,4,12.0,2731.0,10924,0.0,0.0,0.0,0,0.0,15.666666666666666,12.0,1.0,0.0,0.0,0.0
185.71.152.107,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,15.0,3.0,1.0,0.0,0.0,0.0
5.200.120.59,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,8.0,2.0,1.0,0.0,0.0,0.0
5.196.79.49,4,0.016296598085149726,4,12.0,3950.5,15802,0.0,0.0,0.0,0,0.0,329.0,0.0,1.0,0.0,0.0,0.0
5.134.155.38,4,0.016296598085149726,2,12.0,134.0,536,1.0,0.0,1.0,0,0.0,5.0,2.0,1.0,0.0,0.0,0.0
37.153.179.19,4,0.016296598085149726,4,12.0,5290.0,21160,0.0,0.0,0.0,0,0.0,57.333333333333336,2.0,1.0,0.0,0.0,0.0
54.36.148.85,4,0.016296598085149726,4,56.5,25309.5,101238,0.0,0.0,0.0,0,0.0,2356.0,700.0,1.0,0.0,0.0,0.0
54.36.148.82,4,0.016296598085149726,4,66.5,16099.5,64398,0.0,0.0,0.0,0,0.0,3488.6666666666665,2238.0,1.0,0.0,0.0,0.0
5.127.69.191,4,0.016296598085149726,4,12.0,4530.5,18122,0.0,0.0,0.0,0,0.0,179.66666666666666,0.0,1.0,0.0,0.0,0.0
5.127.25.105,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,48.333333333333336,6.0,1.0,0.0,0.0,0.0
209.97.181.117,4,0.016296598085149726,2,12.0,189.0,756,1.0,0.0,1.0,0,0.0,105.0,23.0,1.0,0.0,0.0,0.0
207.46.13.16,4,0.016296598085149726,4,142.25,1138.75,4555,0.0,0.0,0.0,0,0.0,2828.3333333333335,3.0,1.0,0.0,0.0,0.0
207.200.8.182,4,0.016296598085149726,1,1.0,106686.0,426744,0.0,0.0,0.0,0,0.0,17.0,6.0,1.0,0.0,0.0,0.0
5.127.189.90,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,8.666666666666666,7.0,1.0,0.0,0.0,0.0
5.127.160.250,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,14.666666666666666,1.0,1.0,0.0,0.0,0.0
5.126.85.235,4,0.016296598085149726,4,12.0,5137.5,20550,0.0,0.0,0.0,0,0.0,40.0,10.0,1.0,0.0,0.0,0.0
5.115.4.120,4,0.016296598085149726,4,12.0,4592.75,18371,0.0,0.0,0.0,0,0.0,91.33333333333333,4.0,1.0,0.0,0.0,0.0
213.174.147.83,4,0.016296598085149726,2,13.5,16906.75,67627,0.0,0.0,0.0,0,0.0,21.333333333333332,0.0,1.0,0.0,0.0,0.0
5.126.43.100,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
40.77.188.53,4,0.016296598085149726,4,31.75,4883.0,19532,0.0,0.0,0.0,0,0.0,2.6666666666666665,1.0,1.0,0.0,0.0,0.0
54.36.149.20,4,0.016296598085149726,4,121.0,17085.0,68340,0.0,0.0,0.0,0,0.0,4561.0,2601.0,1.0,0.0,0.0,0.0
185.131.95.189,4,0.016296598085149726,4,12.0,5080.5,20322,0.0,0.0,0.0,0,0.0,96.0,1.0,1.0,0.0,0.0,0.0
54.36.149.101,4,0.016296598085149726,4,139.25,35277.75,141111,0.0,0.0,0.0,0,0.0,4298.333333333333,3147.0,1.0,0.0,0.0,0.0
54.36.149.42,4,0.016296598085149726,4,109.75,24129.5,96518,0.0,0.0,0.0,0,0.0,2933.0,1008.0,1.0,0.0,0.0,0.0
54.36.149.36,4,0.016296598085149726,4,48.0,33030.25,132121,0.0,0.0,0.0,0,0.0,1736.0,27.0,1.0,0.0,0.0,0.0
54.36.149.33,4,0.016296598085149726,4,48.5,32870.25,131481,0.0,0.0,0.0,0,0.0,3510.3333333333335,10.0,1.0,0.0,0.0,0.0
54.36.149.3,4,0.016296598085149726,4,56.0,33586.75,134347,0.0,0.0,0.0,0,0.0,2125.6666666666665,62.0,1.0,0.0,0.0,0.0
5.126.36.174,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,21.666666666666668,6.0,1.0,0.0,0.0,0.0
5.126.29.183,4,0.016296598085149726,4,12.0,3254.25,13017,0.0,0.0,0.0,0,0.0,107.33333333333333,21.0,1.0,0.0,0.0,0.0
5.126.236.235,4,0.016296598085149726,4,12.0,3953.25,15813,0.0,0.0,0.0,0,0.0,71.33333333333333,23.0,1.0,0.0,0.0,0.0
5.126.117.116,4,0.016296598085149726,4,12.0,3872.75,15491,0.0,0.0,0.0,0,0.0,32.0,0.0,1.0,0.0,0.0,0.0
5.126.106.114,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,21.666666666666668,1.0,1.0,0.0,0.0,0.0
5.126.0.86,4,0.016296598085149726,4,12.0,5033.25,20133,0.0,0.0,0.0,0,0.0,99.0,1.0,1.0,0.0,0.0,0.0
5.125.46.204,4,0.016296598085149726,4,12.0,5722.5,22890,0.0,0.0,0.0,0,0.0,108.33333333333333,5.0,1.0,0.0,0.0,0.0
5.116.170.99,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,36.333333333333336,0.0,1.0,0.0,0.0,0.0
178.255.215.87,4,0.016296598085149726,4,21.0,29966.5,119866,0.0,0.0,0.0,0,0.0,303.3333333333333,4.0,1.0,0.0,0.0,0.0
54.36.149.55,4,0.016296598085149726,4,78.5,36834.75,147339,0.0,0.0,0.0,0,0.0,4341.0,997.0,1.0,0.0,0.0,0.0
185.130.78.21,4,0.016296598085149726,1,1.0,22596.0,90384,0.0,0.0,0.0,0,0.0,2548.0,391.0,1.0,0.0,0.0,0.0
185.129.214.169,4,0.016296598085149726,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,11.333333333333334,0.0,1.0,0.0,0.0,0.0
54.36.149.87,4,0.016296598085149726,4,50.5,33983.0,135932,0.0,0.0,0.0,0,0.0,3083.6666666666665,548.0,1.0,0.0,0.0,0.0
54.36.149.8,4,0.016296598085149726,4,49.75,34371.5,137486,0.0,0.0,0.0,0,0.0,2368.6666666666665,2051.0,1.0,0.0,0.0,0.0
40.77.189.186,4,0.016296598085149726,4,33.0,2891.25,11565,0.0,0.0,0.0,0,0.0,2.3333333333333335,0.0,1.0,0.0,0.0,0.0
40.77.189.181,4,0.016296598085149726,4,32.75,2125.5,8502,0.0,0.0,0.0,0,0.0,2964.0,1.0,1.0,0.0,0.0,0.0
