IP,total_requests,requests_per_minute,unique_url_count,avg_url_length,avg_response_bytes,total_response_bytes,status_4xx_ratio,status_5xx_ratio,error_ratio_4xx_5xx,suspicious_uri_count,suspicious_uri_ratio,avg_request_interval_sec,min_request_interval_sec,method_ratio_GET,method_ratio_HEAD,method_ratio_OTHER,method_ratio_POST,label_reason,weak_label
178.128.170.164,2,0.0081482990425748,2,12.0,4973.5,9947,0.0,0.0,0.0,0,0.0,33.0,33.0,1.0,0.0,0.0,0.0,none,Normal
5.213.243.222,17,0.0692605418618863,16,35.0,24352.29411764706,413989,0.0,0.0,0.0,0,0.0,1.25,0.0,1.0,0.0,0.0,0.0,none,Normal
5.115.254.166,2,0.0081482990425748,2,12.0,3881.5,7763,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.113.176.139,1,0.0040741495212874,1,12.0,10371.0,10371,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.149.43,12,0.0488897942554491,12,85.91666666666667,25407.25,304887,0.0,0.0,0.0,0,0.0,973.4545454545456,183.0,1.0,0.0,0.0,0.0,none,Normal
83.120.138.237,1,0.0040741495212874,1,11.0,8400.0,8400,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
89.196.88.186,3,0.0122224485638622,3,12.0,4173.0,12519,0.0,0.0,0.0,0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.62.160.31,2,0.0081482990425748,2,12.0,3634.5,7269,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,none,Normal
5.135.131.149,3,0.0122224485638622,3,12.0,4247.333333333333,12742,0.0,0.0,0.0,0,0.0,4314.5,9.0,1.0,0.0,0.0,0.0,none,Normal
54.242.167.40,1,0.0040741495212874,1,11.0,136381.0,136381,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
40.77.189.109,9,0.0366673456915868,9,31.444444444444443,12048.222222222224,108434,0.0,0.0,0.0,0,0.0,1.875,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.105,7,0.028519046649012,7,78.42857142857143,18664.42857142857,130651,0.0,0.0,0.0,0,0.0,2115.1666666666665,368.0,1.0,0.0,0.0,0.0,none,Normal
31.29.63.114,80,0.3259319617029945,66,28.8875,12557.525,1004602,0.0375,0.0,0.0375,0,0.0,0.4683544303797468,0.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
188.159.243.71,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
40.77.190.65,1,0.0040741495212874,1,33.0,3110.0,3110,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.122.205.220,4,0.0162965980851497,4,12.0,3950.5,15802,0.0,0.0,0.0,0,0.0,203.33333333333331,0.0,1.0,0.0,0.0,0.0,none,Normal
81.29.246.98,14,0.057038093298024,14,30.428571428571427,5904.5,82663,0.0,0.0,0.0,0,0.0,0.4615384615384615,0.0,1.0,0.0,0.0,0.0,none,Normal
163.172.156.132,18,0.0733346913831737,18,12.0,4792.055555555556,86257,0.0,0.0,0.0,0,0.0,3.294117647058824,0.0,1.0,0.0,0.0,0.0,none,Normal
80.210.153.161,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
89.199.136.3,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,15.0,15.0,1.0,0.0,0.0,0.0,none,Normal
5.218.222.231,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,18.0,18.0,1.0,0.0,0.0,0.0,none,Normal
5.126.134.130,35,0.1425952332450601,31,34.457142857142856,8057.714285714285,282020,0.0,0.0,0.0,0,0.0,18.61764705882353,0.0,1.0,0.0,0.0,0.0,none,Normal
5.124.225.213,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.125.210.254,37,0.1507435322876349,34,30.18918918918919,13699.486486486489,506881,0.0,0.0,0.0,0,0.0,2.388888888888889,0.0,1.0,0.0,0.0,0.0,none,Normal
46.51.55.197,1,0.0040741495212874,1,33.0,4853.0,4853,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
86.55.120.147,1,0.0040741495212874,1,18.0,77936.0,77936,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
85.9.79.240,6,0.0244448971277245,6,12.0,4255.833333333333,25535,0.0,0.0,0.0,0,0.0,60.8,0.0,1.0,0.0,0.0,0.0,none,Normal
66.249.83.5,5,0.0203707476064371,5,103.0,15909.8,79549,0.0,0.0,0.0,0,0.0,2643.75,436.0,1.0,0.0,0.0,0.0,none,Normal
95.130.63.20,6,0.0244448971277245,6,11.5,2432.0,14592,0.0,0.0,0.0,0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,none,Normal
51.75.145.95,48,0.1955591770217967,45,28.541666666666668,8837.5,424200,0.0,0.0,0.0,0,0.0,109.48936170212764,0.0,1.0,0.0,0.0,0.0,none,Normal
51.38.57.79,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
188.229.52.153,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,21.0,21.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.37,4,0.0162965980851497,4,43.25,36065.5,144262,0.0,0.0,0.0,0,0.0,3883.6666666666665,723.0,1.0,0.0,0.0,0.0,none,Normal
83.122.203.0,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.216,5,0.0203707476064371,5,61.0,36606.8,183034,0.0,0.0,0.0,0,0.0,2629.25,265.0,1.0,0.0,0.0,0.0,none,Normal
40.77.194.157,2,0.0081482990425748,2,32.0,7617.5,15235,0.0,0.0,0.0,0,0.0,7385.0,7385.0,1.0,0.0,0.0,0.0,none,Normal
2.191.96.86,270,1.1000203707476064,156,28.666666666666668,11517.751851851852,3109793,0.0,0.0,0.0,0,0.0,3.691449814126394,0.0,1.0,0.0,0.0,0.0,R2_high_request_rate,Anomaly
40.77.192.23,1,0.0040741495212874,1,26.0,10183.0,10183,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
74.82.17.44,3,0.0122224485638622,3,12.0,35077.666666666664,105233,0.0,0.0,0.0,0,0.0,123.5,87.0,1.0,0.0,0.0,0.0,none,Normal
5.134.179.97,5,0.0203707476064371,5,12.0,3828.6,19143,0.0,0.0,0.0,0,0.0,117.5,1.0,1.0,0.0,0.0,0.0,none,Normal
5.114.100.65,3,0.0122224485638622,3,12.0,4173.0,12519,0.0,0.0,0.0,0,0.0,9.5,0.0,1.0,0.0,0.0,0.0,none,Normal
37.129.175.63,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
188.210.147.196,43,0.1751884294153595,42,28.046511627906977,12798.93023255814,550354,0.0,0.0,0.0,0,0.0,1.1428571428571428,0.0,1.0,0.0,0.0,0.0,none,Normal
5.116.147.246,3,0.0122224485638622,3,12.0,4173.0,12519,0.0,0.0,0.0,0,0.0,96.0,1.0,1.0,0.0,0.0,0.0,none,Normal
83.120.186.152,1,0.0040741495212874,1,12.0,2833.0,2833,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.159,10,0.0407414952128743,10,56.7,26861.0,268610,0.0,0.0,0.0,0,0.0,1465.3333333333333,43.0,1.0,0.0,0.0,0.0,none,Normal
31.56.97.103,19,0.0774088409044611,15,68.36842105263158,11608.684210526317,220565,0.0,0.0,0.0,4,0.2105263157894736,4.888888888888889,0.0,1.0,0.0,0.0,0.0,R1_suspicious_uri,Anomaly
54.36.148.152,10,0.0407414952128743,10,73.5,23324.5,233245,0.0,0.0,0.0,0,0.0,1491.888888888889,264.0,1.0,0.0,0.0,0.0,none,Normal
91.186.209.26,127,0.5174169892035038,114,30.4488188976378,9414.976377952757,1195702,0.0,0.0,0.0,0,0.0,4.031746031746032,0.0,1.0,0.0,0.0,0.0,R2_high_request_rate,Anomaly
5.126.141.28,1,0.0040741495212874,1,12.0,8126.0,8126,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
83.120.62.114,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
85.133.165.44,21,0.085557139947036,21,26.80952380952381,7814.476190476191,164104,0.0,0.0,0.0,0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,none,Normal
151.234.60.139,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,15.0,15.0,1.0,0.0,0.0,0.0,none,Normal
123.125.71.54,1,0.0040741495212874,1,38.0,206653.0,206653,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.121.68.16,19,0.0774088409044611,16,42.94736842105263,9047.631578947368,171905,0.0,0.0,0.0,0,0.0,15.055555555555555,0.0,0.8947368421052632,0.0,0.0,0.1052631578947368,none,Normal
31.184.135.123,48,0.1955591770217967,10,12.395833333333334,6761.6875,324561,0.0,0.0,0.0,0,0.0,236.40425531914892,10.0,1.0,0.0,0.0,0.0,none,Normal
164.215.238.149,37,0.1507435322876349,37,29.64864864864865,9597.648648648648,355113,0.0,0.0,0.0,0,0.0,1.1111111111111112,0.0,1.0,0.0,0.0,0.0,none,Normal
5.213.122.87,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.238,5,0.0203707476064371,5,73.8,28448.0,142240,0.0,0.0,0.0,0,0.0,1985.25,234.0,1.0,0.0,0.0,0.0,none,Normal
5.113.130.133,3,0.0122224485638622,3,12.0,3874.6666666666665,11624,0.0,0.0,0.0,0,0.0,458.0,0.0,1.0,0.0,0.0,0.0,none,Normal
176.65.161.161,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,89.0,89.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.143,7,0.028519046649012,7,47.142857142857146,26858.85714285714,188012,0.0,0.0,0.0,0,0.0,1290.6666666666667,122.0,1.0,0.0,0.0,0.0,none,Normal
5.122.240.226,3,0.0122224485638622,3,12.0,4173.0,12519,0.0,0.0,0.0,0,0.0,33.0,6.0,1.0,0.0,0.0,0.0,none,Normal
5.211.166.121,33,0.1344469342024852,31,29.75757575757576,10844.060606060606,357854,0.0,0.0,0.0,0,0.0,8.15625,0.0,1.0,0.0,0.0,0.0,none,Normal
86.55.73.249,119,0.4848237930332043,82,29.529411764705884,9547.487394957983,1136151,0.0,0.0,0.0,0,0.0,4.940677966101695,0.0,1.0,0.0,0.0,0.0,R2_high_request_rate,Anomaly
5.212.126.213,1,0.0040741495212874,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
87.107.188.192,3,0.0122224485638622,2,12.0,4520.0,13560,0.0,0.0,0.0,0,0.0,45.5,1.0,1.0,0.0,0.0,0.0,none,Normal
37.129.232.66,20,0.0814829904257486,20,29.05,20690.4,413808,0.0,0.0,0.0,0,0.0,0.2631578947368421,0.0,1.0,0.0,0.0,0.0,none,Normal
40.77.253.192,1,0.0040741495212874,1,25.0,11.0,11,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.123.210.210,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.126.0.86,4,0.0162965980851497,4,12.0,5033.25,20133,0.0,0.0,0.0,0,0.0,99.0,1.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.169,6,0.0244448971277245,6,54.833333333333336,27620.166666666668,165721,0.0,0.0,0.0,0,0.0,2634.6,67.0,1.0,0.0,0.0,0.0,none,Normal
37.9.113.126,3,0.0122224485638622,3,17.666666666666668,7365.666666666667,22097,0.3333333333333333,0.0,0.3333333333333333,0,0.0,4181.5,205.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
188.226.164.216,148,0.6029741291505398,124,29.844594594594597,10361.182432432432,1533455,0.0,0.0,0.0,0,0.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,R2_high_request_rate,Anomaly
40.77.195.177,1,0.0040741495212874,1,33.0,3469.0,3469,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.111.152,3,0.0122224485638622,3,12.0,4221.0,12663,0.0,0.0,0.0,0,0.0,263.5,0.0,1.0,0.0,0.0,0.0,none,Normal
65.49.68.164,2,0.0081482990425748,2,18.0,43143.0,86286,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,none,Normal
5.119.54.39,31,0.1262986351599103,20,38.74193548387097,14538.064516129032,450680,0.0,0.0,0.0,0,0.0,20.066666666666663,0.0,1.0,0.0,0.0,0.0,none,Normal
91.98.179.146,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.112.174.15,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
37.129.2.235,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
89.196.138.193,1,0.0040741495212874,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
2.190.210.204,1,0.0040741495212874,1,18.0,40238.0,40238,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.74.98.19,3,0.0122224485638622,3,12.0,4087.0,12261,0.0,0.0,0.0,0,0.0,72.5,17.0,1.0,0.0,0.0,0.0,none,Normal
5.125.179.235,1,0.0040741495212874,1,12.0,3859.0,3859,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.117.76.143,2,0.0081482990425748,2,12.0,3634.5,7269,0.0,0.0,0.0,0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,none,Normal
204.18.201.158,1,0.0040741495212874,1,32.0,16837.0,16837,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.120.78.238,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,none,Normal
40.77.252.124,1,0.0040741495212874,1,33.0,1897.0,1897,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
194.225.167.174,88,0.358525157873294,88,32.92045454545455,7549.693181818182,664373,0.0,0.0,0.0,0,0.0,0.2298850574712643,0.0,1.0,0.0,0.0,0.0,R2_high_request_rate,Anomaly
52.162.211.179,136,0.5540843348950907,136,31.19117647058824,5322.360294117647,723841,0.0,0.0,0.0,0,0.0,39.422222222222224,0.0,1.0,0.0,0.0,0.0,R2_high_request_rate,Anomaly
31.2.205.21,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,none,Normal
188.208.79.132,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
40.77.195.211,1,0.0040741495212874,1,32.0,4286.0,4286,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
93.115.219.119,66,0.2688938684049705,63,28.71212121212121,13619.212121212122,898868,0.0,0.0,0.0,0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,none,Normal
5.114.48.10,3,0.0122224485638622,3,12.0,3812.0,11436,0.0,0.0,0.0,0,0.0,166.5,86.0,1.0,0.0,0.0,0.0,none,Normal
89.198.111.226,11,0.0448156447341617,11,54.36363636363637,14629.727272727272,160927,0.0,0.0,0.0,0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,none,Normal
40.77.194.26,1,0.0040741495212874,1,26.0,1085.0,1085,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
66.249.66.198,5,0.0203707476064371,5,13.6,178.0,890,0.0,0.0,0.0,0,0.0,2010.5,3.0,1.0,0.0,0.0,0.0,none,Normal
5.233.157.195,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.124.248.156,3,0.0122224485638622,3,12.0,4552.0,13656,0.0,0.0,0.0,0,0.0,78.0,15.0,1.0,0.0,0.0,0.0,none,Normal
5.119.230.226,12,0.0488897942554491,7,25.666666666666668,12785.833333333334,153430,0.6666666666666666,0.0,0.6666666666666666,0,0.0,0.3636363636363636,0.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
5.119.72.136,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
151.235.26.216,11,0.0448156447341617,7,11.545454545454543,2520.181818181818,27722,0.0,0.0,0.0,0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,none,Normal
5.120.156.152,1,0.0040741495212874,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.134.147.174,2,0.0081482990425748,2,88.0,189.0,378,1.0,0.0,1.0,0,0.0,39.0,39.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
5.119.150.208,1,0.0040741495212874,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.62.210.253,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.119.193.202,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
83.123.183.55,3,0.0122224485638622,3,12.0,4173.0,12519,0.0,0.0,0.0,0,0.0,50.5,7.0,1.0,0.0,0.0,0.0,none,Normal
5.116.170.241,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,89.0,89.0,1.0,0.0,0.0,0.0,none,Normal
80.253.136.14,1,0.0040741495212874,1,21.0,13363.0,13363,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
83.121.218.154,58,0.236300672234671,52,32.96551724137931,20782.46551724138,1205383,0.0,0.0,0.0,0,0.0,0.087719298245614,0.0,1.0,0.0,0.0,0.0,none,Normal
5.119.89.42,4,0.0162965980851497,4,12.0,6545.5,26182,0.0,0.0,0.0,0,0.0,140.66666666666666,7.0,1.0,0.0,0.0,0.0,none,Normal
51.38.88.74,3,0.0122224485638622,3,12.0,5454.666666666667,16364,0.0,0.0,0.0,0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,none,Normal
5.117.155.154,17,0.0692605418618863,12,26.94117647058824,7631.882352941177,129742,0.0,0.0,0.0,0,0.0,4.3125,0.0,1.0,0.0,0.0,0.0,none,Normal
37.129.6.111,7,0.028519046649012,7,12.0,3893.0,27251,0.0,0.0,0.0,0,0.0,68.66666666666667,0.0,1.0,0.0,0.0,0.0,none,Normal
37.129.103.150,4,0.0162965980851497,4,12.0,5018.0,20072,0.0,0.0,0.0,0,0.0,737.3333333333334,20.0,1.0,0.0,0.0,0.0,none,Normal
5.117.180.83,1,0.0040741495212874,1,12.0,4724.0,4724,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.178,4,0.0162965980851497,4,64.25,27128.5,108514,0.0,0.0,0.0,0,0.0,3026.6666666666665,392.0,1.0,0.0,0.0,0.0,none,Normal
82.196.5.139,15,0.0611122428193114,15,11.866666666666667,9729.133333333331,145937,0.0,0.0,0.0,0,0.0,58.92857142857143,0.0,1.0,0.0,0.0,0.0,none,Normal
66.249.93.35,8,0.0325931961702994,8,51.875,24063.375,192507,0.0,0.0,0.0,0,0.0,1532.571428571429,1.0,1.0,0.0,0.0,0.0,none,Normal
5.115.32.240,23,0.0937054389896109,22,31.043478260869566,15453.304347826086,355426,0.0,0.0,0.0,0,0.0,0.4545454545454545,0.0,1.0,0.0,0.0,0.0,none,Normal
5.209.187.82,2,0.0081482990425748,2,12.0,5090.0,10180,0.0,0.0,0.0,0,0.0,36.0,36.0,1.0,0.0,0.0,0.0,none,Normal
31.58.231.162,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.211.97.39,474,1.9311468730902424,355,38.66455696202532,9367.533755274262,4440211,0.1561181434599156,0.0,0.1561181434599156,0,0.0,2.773784355179704,0.0,0.8438818565400844,0.1561181434599156,0.0,0.0,R2_high_request_rate;R5_high_4xx_scan,Anomaly
54.36.148.135,8,0.0325931961702994,8,56.25,32272.25,258178,0.0,0.0,0.0,0,0.0,1882.0,333.0,1.0,0.0,0.0,0.0,none,Normal
5.114.62.208,47,0.1914850275005092,42,30.46808510638298,15866.744680851063,745737,0.0,0.0,0.0,0,0.0,1.3695652173913044,0.0,1.0,0.0,0.0,0.0,none,Normal
40.77.194.178,1,0.0040741495212874,1,33.0,3517.0,3517,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
2.178.195.249,58,0.236300672234671,56,29.27586206896552,10334.137931034482,599380,0.0,0.0,0.0,0,0.0,1.1929824561403508,0.0,1.0,0.0,0.0,0.0,none,Normal
91.251.206.105,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.108,8,0.0325931961702994,8,97.125,21953.375,175627,0.0,0.0,0.0,0,0.0,1269.142857142857,1.0,1.0,0.0,0.0,0.0,none,Normal
5.114.55.207,32,0.1303727846811978,31,29.28125,9806.1875,313798,0.0,0.0,0.0,0,0.0,0.5806451612903226,0.0,1.0,0.0,0.0,0.0,none,Normal
185.123.68.4,66,0.2688938684049705,66,34.46969696969697,11361.954545454546,749889,0.0,0.0,0.0,0,0.0,0.0461538461538461,0.0,1.0,0.0,0.0,0.0,none,Normal
83.121.150.191,2,0.0081482990425748,2,12.0,4248.0,8496,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
167.99.62.251,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
83.123.139.226,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
188.19.139.184,1,0.0040741495212874,1,10.0,166.0,166,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
5.114.125.60,1,0.0040741495212874,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
54.36.148.42,5,0.0203707476064371,5,131.6,16913.4,84567,0.0,0.0,0.0,0,0.0,2767.5,308.0,1.0,0.0,0.0,0.0,none,Normal
5.134.155.38,4,0.0162965980851497,2,12.0,134.0,536,1.0,0.0,1.0,0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,R5_high_4xx_scan,Anomaly
5.208.61.233,1,0.0040741495212874,1,24.0,16599.0,16599,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.112.8.146,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,none,Normal
86.55.7.91,1,0.0040741495212874,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
172.80.192.50,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,none,Normal
5.124.6.240,4,0.0162965980851497,4,11.25,5806.5,23226,0.0,0.0,0.0,0,0.0,15.333333333333334,4.0,1.0,0.0,0.0,0.0,none,Normal
185.30.7.254,161,0.6559380729272765,86,31.577639751552795,11224.285714285714,1807110,0.0186335403726708,0.0,0.0186335403726708,0,0.0,13.88125,0.0,0.9316770186335404,0.0,0.0,0.0683229813664596,R2_high_request_rate,Anomaly
5.121.20.250,2,0.0081482990425748,2,12.0,5910.5,11821,0.0,0.0,0.0,0,0.0,2875.0,2875.0,1.0,0.0,0.0,0.0,none,Normal
5.120.84.248,7,0.028519046649012,7,34.714285714285715,5908.428571428572,41359,0.0,0.0,0.0,0,0.0,2.333333333333333,0.0,1.0,0.0,0.0,0.0,none,Normal
5.116.170.99,4,0.0162965980851497,4,12.0,4159.5,16638,0.0,0.0,0.0,0,0.0,36.333333333333336,0.0,1.0,0.0,0.0,0.0,none,Normal
185.204.180.194,1,0.0040741495212874,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
5.217.58.133,4,0.0162965980851497,4,12.0,3040.75,12163,0.0,0.0,0.0,0,0.0,136.33333333333334,45.0,1.0,0.0,0.0,0.0,none,Normal
89.198.11.167,2,0.0081482990425748,2,12.0,3730.5,7461,0.0,0.0,0.0,0,0.0,96.0,96.0,1.0,0.0,0.0,0.0,none,Normal
84.241.14.114,5,0.0203707476064371,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,7.75,0.0,1.0,0.0,0.0,0.0,none,Normal
180.163.220.4,2,0.0081482990425748,2,27.5,16344.5,32689,0.0,0.0,0.0,0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,none,Normal
5.115.199.167,2,0.0081482990425748,2,12.0,4071.0,8142,0.0,0.0,0.0,0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,none,Normal
5.114.193.93,2,0.0081482990425748,2,12.0,4272.0,8544,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
217.218.219.230,21,0.085557139947036,11,28.285714285714285,8068.666666666667,169442,0.0,0.0,0.0,0,0.0,39.0,0.0,0.6190476190476191,0.0,0.0,0.3809523809523809,none,Normal
104.194.25.105,3,0.0122224485638622,3,12.0,4860.333333333333,14581,0.0,0.0,0.0,0,0.0,357.5,79.0,1.0,0.0,0.0,0.0,none,Normal
151.239.180.204,46,0.1874108779792218,43,29.30434782608696,8200.45652173913,377221,0.0,0.0,0.0,0,0.0,1.6888888888888889,0.0,1.0,0.0,0.0,0.0,none,Normal
104.248.16.204,1,0.0040741495212874,1,12.0,7902.0,7902,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,Normal
