window_start,requests_per_window,unique_ip_count,unique_url_count,avg_url_length,max_url_length,avg_response_bytes,total_response_bytes,status_2xx_ratio,status_3xx_ratio,status_4xx_ratio,status_5xx_ratio,suspicious_uri_ratio,avg_request_interval_sec,method_ratio_GET,method_ratio_HEAD,method_ratio_OTHER,method_ratio_POST,max_requests_single_ip
2019-01-22 04:12:00,245,31,188,63.224489795918366,485,21319.224489795917,5223210,0.8775510204081632,0.11428571428571428,0.004081632653061225,0.004081632653061225,0.004081632653061225,8.243478260869566,1.0,0.0,0.0,0.0,57
2019-01-22 04:13:00,186,23,126,94.00537634408602,727,21981.532258064515,4088565,0.8602150537634409,0.13978494623655913,0.0,0.0,0.0,16.305555555555557,1.0,0.0,0.0,0.0,45
2019-01-22 04:14:00,212,34,176,84.7877358490566,459,22401.92924528302,4749209,0.9056603773584906,0.08490566037735849,0.009433962264150943,0.0,0.0,23.205,0.9905660377358491,0.009433962264150943,0.0,0.0,40
2019-01-22 04:15:00,266,47,207,71.1015037593985,453,27565.93233082707,7332538,0.924812030075188,0.06015037593984962,0.015037593984962405,0.0,0.0,31.124,0.9624060150375939,0.03759398496240601,0.0,0.0,42
2019-01-22 04:16:00,136,28,108,103.23529411764706,447,29174.147058823528,3967684,0.8823529411764706,0.08823529411764706,0.029411764705882353,0.0,0.0,17.449612403100776,1.0,0.0,0.0,0.0,28
2019-01-22 04:17:00,192,38,167,87.35416666666667,459,19569.494791666668,3757343,0.875,0.0625,0.0625,0.0,0.0,26.06779661016949,0.984375,0.015625,0.0,0.0,38
2019-01-22 04:18:00,361,44,280,59.30193905817175,447,18346.509695290857,6623090,0.9168975069252078,0.06371191135734072,0.019390581717451522,0.0,0.0,25.485549132947977,0.997229916897507,0.002770083102493075,0.0,0.0,68
2019-01-22 04:19:00,315,38,258,67.97460317460317,447,16680.99365079365,5254513,0.9174603174603174,0.06031746031746032,0.022222222222222223,0.0,0.0,15.174342105263158,0.9904761904761905,0.009523809523809525,0.0,0.0,70
2019-01-22 04:20:00,197,44,155,88.42639593908629,443,20591.654822335026,4056556,0.9035532994923858,0.08121827411167512,0.015228426395939087,0.0,0.0,36.54644808743169,0.9543147208121827,0.04568527918781726,0.0,0.0,28
2019-01-22 04:21:00,164,39,129,106.6219512195122,453,22879.603658536584,3752255,0.9085365853658537,0.06707317073170732,0.024390243902439025,0.0,0.0,35.67567567567568,1.0,0.0,0.0,0.0,36
2019-01-22 04:22:00,184,39,165,86.44021739130434,459,26560.043478260868,4887048,0.8858695652173914,0.08152173913043478,0.03260869565217391,0.0,0.0,30.53614457831325,1.0,0.0,0.0,0.0,31
2019-01-22 04:23:00,203,37,181,96.0935960591133,459,27106.802955665025,5502681,0.9458128078817734,0.014778325123152709,0.03940886699507389,0.0,0.0049261083743842365,29.73821989528796,1.0,0.0,0.0,0.0,38
2019-01-22 04:24:00,249,36,231,64.88353413654619,385,17302.89156626506,4308420,0.9357429718875502,0.04819277108433735,0.01606425702811245,0.0,0.004016064257028112,44.65289256198347,0.9919678714859438,0.008032128514056224,0.0,0.0,108
2019-01-22 04:25:00,291,44,257,67.45360824742268,465,20227.556701030928,5886219,0.9312714776632303,0.05154639175257732,0.01718213058419244,0.0,0.003436426116838488,42.84172661870504,0.9690721649484536,0.030927835051546393,0.0,0.0,92
2019-01-22 04:26:00,141,29,127,89.0354609929078,465,21143.54609929078,2981240,0.9361702127659575,0.0425531914893617,0.02127659574468085,0.0,0.014184397163120567,51.080882352941174,1.0,0.0,0.0,0.0,25
2019-01-22 04:27:00,136,36,114,95.63235294117646,469,25911.647058823528,3523984,0.8602941176470589,0.11029411764705882,0.029411764705882353,0.0,0.0,23.272727272727273,1.0,0.0,0.0,0.0,29
